Index,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
27,-0.455965701,0.68777964,1.032363735,1.129776239,-0.006819757,-0.549272824,0.824346818,-0.029078739,-0.761466489,0.455417813,-1.50612524,-1.745110028,-2.770632205,0.267463876,-1.481341768,0.480515296,0.020960187,-0.799338166,-0.939669634,-0.311345498,0.111064735,0.243919534,-0.026183943,0.455516484,-0.852314743,2.238265526,-0.155894826,0.145523474,46.97,0
28,-0.859374802,0.627446283,0.2667199,-1.798696937,-0.34511623,-0.772144121,0.019135796,0.388734242,-1.301730306,0.460862236,0.552384666,0.210927137,0.258533056,-0.000801899,-1.729801805,1.057533504,0.081544342,-0.988241429,0.538973235,0.178759907,0.297364573,0.902352815,-0.159497295,0.05672414,-0.139901394,-0.323243505,0.378212207,0.21576886,10,0
29,-0.347770554,0.871478079,1.242188238,0.87179753,0.310174374,-0.301407147,0.782088615,-0.034679097,-0.672036464,-0.282801069,-0.306942795,-0.046990577,0.008438646,0.380212397,1.267328451,-0.614865669,0.089937252,-0.324368663,0.06674022,0.047294113,0.209183875,0.618184708,-0.055252864,0.087906796,-0.315659835,-0.306391424,0.177554048,0.164364113,36,0
30,1.073977843,-0.220694589,0.142093346,-0.253539987,-0.162144465,-0.015295988,-0.056804208,0.186629562,-0.058589823,-0.133816908,1.890081792,0.720830976,-0.941756081,0.803948946,0.888907981,-0.151837721,0.139203148,-1.322367124,-0.091513768,-0.080862384,-0.400048773,-1.33421807,0.303863032,-0.30219181,-0.269955372,0.585808737,-0.079737564,-0.002592592,53.9,0
31,-0.644540035,0.066044157,0.403096674,-2.338267114,0.549315195,-0.301403539,0.27924175,0.13807152,-1.139648094,-0.477661682,0.170325592,-0.884741779,-0.273018754,-1.541807524,-1.071906568,2.058994601,0.356993469,-0.002936568,0.445644307,0.359775853,0.044718062,-0.014438791,-0.418568426,-1.147813613,1.033252781,-0.097153345,0.137769807,-0.001969669,50.85,0
32,-1.450556836,1.871576589,-0.973765372,-0.909008152,-0.092799171,-0.672054545,0.167150288,0.810026477,0.021286354,0.341861967,0.141122599,1.057728403,0.212259056,0.649993119,-1.10025306,0.410996841,-0.534137898,-0.088442497,0.287166488,0.132705842,-0.231040973,-0.631924571,0.12840515,-0.50976928,-0.266017298,0.155469296,0.177516101,0.139666079,10.74,0
33,-2.787382027,-1.559993273,2.594686563,0.203816689,-0.749638177,1.070610964,-1.855855283,-2.062699213,1.31535147,-1.725905297,-0.200496,1.136453737,-0.884672317,-0.69007267,-1.989208831,-0.090021997,0.157906585,0.852402247,0.926837261,0.338835455,-1.232889233,1.310731316,0.643254931,0.135718042,0.642176456,0.380300332,0.385900626,-0.082975381,183.31,0
34,-1.648101537,0.604412877,-2.244060857,-1.551483752,3.319753002,2.89962778,0.231343072,0.854227629,0.771095286,0.623859427,0.278211512,-0.114555907,-0.353351897,-1.141257164,0.315298975,0.21172993,0.259173489,-0.473961895,-0.38767236,-0.088114402,-0.670592434,-0.877769639,0.750741772,0.591505186,-0.041045217,0.22282583,0.839172179,0.158988685,1.79,0
35,-0.869336075,0.033998871,-0.078327333,-3.484342097,0.257675379,1.304657369,-0.306794728,0.84133795,-2.662849489,0.674665317,0.757474855,-0.323302562,0.070701328,0.244016185,-0.608143035,-0.922136081,0.860419148,-1.130405619,-1.362111956,-0.482845197,-0.251959156,-0.411402293,0.072840239,-0.805473813,-0.272061524,-0.43491879,0.135441178,0.093979728,34.41,0
36,1.863395447,0.35255815,0.333738062,3.883459954,-0.25350835,0.256889903,-0.443299805,0.031005584,-0.445877636,1.338022263,-1.181896181,0.489573167,1.382682802,-0.535402481,-0.728264553,1.119059218,-0.986516246,-0.069291127,-1.783897266,-0.197196908,0.244394531,0.895614182,0.135557077,0.06823035,-0.144520853,0.080369824,0.024818815,-0.028875687,6.84,0
37,1.139953973,0.01428018,1.127333675,1.07557505,-0.637986676,0.254213885,-0.579168091,0.158104968,0.354876976,-0.005783619,0.918122339,1.593774455,1.304518673,-0.326414578,-0.190231524,0.476693963,-0.847042776,0.660798695,-0.028481338,-0.018903662,0.17261635,0.690252292,-0.164017259,0.067646651,0.566095192,-0.260522977,0.071947966,0.026110544,11.76,0
38,-0.677825337,0.480779154,2.258491225,-0.107334636,-0.302425218,0.84965431,-0.440478235,0.53989064,1.295100646,-1.701798391,-1.662394085,-0.824775044,-1.2746227,-1.999164655,0.001865398,0.338348138,0.79723202,1.357179769,0.401322023,-0.025601045,0.059689247,0.433256786,-0.4835693,0.379740213,0.49214787,-0.011063877,0.13880475,0.10988567,5.25,0
39,-0.167070642,0.555523096,-0.963011897,-1.069609768,2.986675893,3.625260103,0.276312643,0.829986333,-0.456319131,-0.255880085,-0.210014668,-0.050576498,-0.32040261,0.4312904,0.417463645,-0.807049993,0.053763715,-0.70434817,1.098705548,0.03271181,-0.125042867,-0.377977712,0.007779126,0.72944187,-0.675530474,0.381340234,0.026681906,0.17502463,4.97,0
40,0.152937956,1.082793302,-0.401604194,-0.554206207,0.967141392,-0.810278995,1.01323512,-0.140641769,-0.128181078,-0.850049678,-0.620190041,0.161693398,0.551771417,-1.126666988,-0.297102897,0.313354509,0.326311153,-0.274750704,-0.223131969,0.051801979,-0.337807071,-0.794621592,0.08367982,0.57392602,-0.399838477,0.111910041,0.226239573,0.085145437,2.58,0
41,-0.614709396,1.079793356,1.337291501,0.526316374,-0.472906547,-0.458880638,0.146293646,0.319504819,-1.016642043,-0.501521778,0.342565761,0.883773298,1.516369085,0.366943834,1.877744048,-0.830936136,0.785922917,-0.740959828,1.303842528,0.187599368,0.123538237,0.333921032,0.028473257,0.51301376,-0.475291234,0.942926807,-0.026283352,0.050868621,19.95,0
42,0.291327187,-1.296644466,0.313052256,1.711810889,-0.843957136,0.369216203,0.245837374,0.127554203,0.285002021,-0.176769387,1.168716522,1.086755034,-0.638081191,0.268294792,-0.795203463,-0.456490111,0.133010924,-0.275794313,-0.311083834,0.623641779,0.25652293,0.024387613,-0.417389495,0.261665337,0.405594547,-0.341776119,-0.027983764,0.082663703,419.89,0
43,1.99953772,0.152456381,-1.743101602,1.186923882,0.678800437,-0.591946994,0.548409296,-0.253672801,-0.044019357,0.421641542,0.383839087,0.92581533,-0.193509196,0.691616798,-1.198149782,-0.429581048,-0.526941804,-0.043741157,0.213290799,-0.257329238,0.080879623,0.416169615,-0.071145633,-0.457872517,0.481278523,-0.483265287,-0.019859596,-0.074770899,16.04,0
44,-0.753272964,0.583724977,0.979874981,0.814602242,1.077571889,0.698118695,-0.067169385,0.533132881,-0.179387255,-0.54542843,0.300387922,-0.416003193,-0.960823349,-0.994813833,0.547084993,0.770442924,0.247640281,1.507022246,0.919555309,0.351419235,-0.266582545,-0.868364017,-0.127184058,-0.318163492,0.508642685,-0.609504008,0.248872928,0.054410376,29,0
45,0.151824222,1.159047066,-0.349860102,-0.548137388,1.022341613,-0.830267701,1.074077543,-0.198933901,-0.277047228,-0.87675374,-0.39422724,0.693465503,1.494523391,-1.312773028,-0.407213227,0.247645977,0.297453161,-0.415644651,-0.255723802,0.106896607,-0.323227983,-0.703251162,0.076845395,0.670855379,-0.377632118,0.104392842,0.233185145,0.087778408,0.89,0
46,1.0838531,0.458972915,0.773897923,2.379147451,-0.110233825,0.121005385,-0.085438713,0.185143029,-0.924255938,0.827249377,1.481013099,0.466478089,-0.623008677,0.62131838,0.135483371,0.586801648,-0.509943078,-0.257854838,-1.149079855,-0.208343927,0.015305028,-0.033081692,0.069145445,0.182470891,0.272525745,-0.072559528,0.000326293,0.012237314,5.99,0
47,1.319850692,0.096285742,0.219458721,0.018870448,-0.355238764,-0.861428404,0.004528126,-0.258083164,0.117277269,-0.145064051,-0.470697912,0.50654704,1.055810591,-0.002328068,0.973364709,0.302968171,-0.492559593,-0.315552076,0.054778637,-0.004031949,0.047853972,0.237583658,-0.125199335,0.149589174,0.482761579,1.133856802,-0.075866548,-0.000592543,2.92,0
48,0.67470424,-0.828614172,0.947052327,1.607555713,-1.248915238,-0.182714765,-0.262126668,0.036042424,0.777660973,-0.180535431,-0.810990067,0.021360054,-0.462288896,-0.084566796,0.680189178,0.345576028,-0.379213549,0.326962482,-0.562734552,0.34559973,0.270844627,0.348372325,-0.304982121,0.410959222,0.392302911,-0.267908159,0.015791117,0.079018484,260,0
49,-0.63504228,1.089243906,-0.675002119,-1.070009731,2.211090927,3.22555485,-0.217506991,1.360134954,-0.674631089,-0.675180316,-0.157947774,-0.173220842,-0.015523564,0.058117369,1.059081904,0.838873596,-0.314617229,0.365062465,0.276027633,0.13233052,-0.272687143,-1.017602834,0.021030127,0.93386056,0.020420333,0.090286745,0.119585381,0.028617601,9.99,0
50,1.9608696,0.263788571,-2.112486426,0.638812234,0.662667906,-0.710148894,0.220522243,-0.134423618,0.497264166,-0.881823162,1.451218415,1.114978508,0.26025864,-1.904215562,-0.920515349,0.203914097,1.284454057,0.838158673,0.200528281,-0.093440905,-0.107474455,-0.082241261,0.077946996,0.612636011,0.182360765,-0.353212066,0.009089479,-0.008327311,20,0
51,-0.349940169,-0.284583532,2.366565339,-1.994308795,-0.896842982,-0.050742387,-0.338542454,0.024765517,0.368754965,-0.094124777,-1.422491953,-0.419609793,0.258630788,-1.652109153,-1.783445706,0.958331559,0.098507388,-1.292140395,0.127500277,0.190613169,0.118968042,0.853969826,-0.223257816,0.083171976,-0.285760002,-0.320913852,0.267367824,-0.002564714,5,0
52,-1.036813373,1.483892215,2.406651648,2.867337917,-0.37655836,0.190146145,0.393018104,-0.252743296,0.252741771,2.198838042,-0.444477722,-0.29877411,-0.008190367,-0.996741369,0.365596186,-0.640595277,0.135451136,0.008859918,0.689883825,0.728997013,-0.027098151,0.787168813,-0.19489112,0.750312067,-0.237185192,0.269707045,0.274670548,0.018505339,8.44,0
53,-0.926129807,1.059953737,-0.047471918,-1.020593405,0.995857298,0.960416739,0.434012535,0.800614325,-0.552323841,-0.606819802,0.955030504,1.026614795,-0.103890592,0.714859003,-0.275571647,-0.678137919,0.296499061,-1.504938933,-0.704284518,-0.211376091,-0.06226642,-0.113400343,0.075733582,-1.417654075,-0.73705666,0.238704399,0.139194294,0.129093792,12.99,0
54,-0.331494151,1.272498935,0.685530651,0.672580288,0.129212795,-0.218607784,0.525031757,-0.197020224,-0.352094942,0.62824442,1.074099715,1.005525687,0.803425173,0.144333442,0.285510401,0.089861121,-0.763042704,0.387249005,0.799134524,-0.071618163,0.081385188,0.006527515,0.217368207,-0.0182345,-1.279882908,-0.83316238,-0.456675817,0.168101267,9.99,0
55,-0.76888246,-0.356060283,-0.027904503,-0.565218187,1.14792022,-0.444831518,1.246601373,-0.340091819,0.627887075,-0.96934035,1.0215317,-0.619469184,-2.259931685,-1.613166226,-0.776397832,0.198875995,0.758414164,0.839311415,0.161694446,-0.023947428,-0.29104958,-0.507102538,0.194590977,0.515376555,0.146343396,-0.182511674,-0.447766659,-0.403002372,137.19,0
56,1.285849654,0.094214936,-1.058365211,0.051236445,2.143902488,3.415291306,-0.497484333,0.82908571,-0.124545902,0.109289151,-0.14689893,0.041337515,0.020706745,0.449738305,1.188226444,0.568611651,-1.00162005,0.264184765,-0.052823092,-0.019321597,-0.128517062,-0.498067703,-0.032307262,0.979561508,0.662653175,-0.43290209,0.025892293,0.019850605,2,0
57,1.16357995,-0.0058211,0.15839631,0.207992529,-0.598546891,-1.502526601,0.373510218,-0.329072437,-0.028550351,-0.150185417,0.067552865,0.140536738,-0.475236046,0.547916252,0.883486706,0.050098763,-0.055136652,-1.049976294,0.140697741,0.005124898,-0.392000484,-1.339032042,0.202644341,0.710104437,0.01960535,0.597639151,-0.11456962,0.016224786,65.97,0
58,0.990800483,-0.264617575,1.312738545,1.670312472,-0.779924754,0.803470946,-0.617689973,0.419405521,0.993885305,-0.252113721,0.754521,1.676942011,-0.502928229,-0.506268429,-2.404924157,-1.002583578,0.605581993,-0.907932388,0.382434121,-0.179533997,-0.341820943,-0.586596704,0.083818896,0.216517881,0.358170635,-0.540543928,0.084007329,0.023097018,26.89,0
59,0.048485639,0.747062475,-0.326934443,-1.021700188,1.146639302,-0.453294519,0.843404093,0.087762134,-0.211006645,-1.031623361,0.512982363,-0.131216452,-1.235273255,-0.623308209,-1.086552488,0.902358801,-0.116147615,0.444824421,-0.356144756,-0.2248674,-0.304713647,-0.997389102,-0.018061951,0.211075912,-0.13505857,0.059379891,-0.108609195,-0.055677213,1.98,0
60,1.131484821,-0.744455915,1.717573743,0.573540979,-1.492460031,0.70468174,-1.289761526,0.311004744,1.957419049,-0.615361459,-1.651765036,1.094633885,0.965434079,-1.534450247,-1.415425622,-0.2063073,0.171452739,-0.222945232,0.634803215,0.029250422,0.020823178,0.587410824,-0.187649274,0.050878695,0.381436821,1.278032895,0.021661027,0.021303173,30,0
61,-0.33207832,0.583001499,-0.387408008,-1.299222253,1.881343048,1.229165941,0.744827776,0.531250762,-0.29870603,-1.250710514,0.818601881,-0.118594148,-1.394206646,-0.499173224,-0.275918183,0.091197116,0.624315223,-0.745110013,-1.240157632,-0.23773102,-0.215881766,-0.691976499,0.032780178,-1.086842499,-0.31665381,0.178175682,-0.008277121,0.015756134,25.99,0
62,1.610211377,-0.731697207,-0.131438438,1.087447835,-0.105178095,1.777911505,-1.002073713,0.664957146,0.95978253,0.14210644,1.035425594,1.091349161,-0.141224292,0.105666505,0.817995479,-0.051682629,-0.245536589,-0.529121897,-1.418666005,-0.170870817,0.215966516,0.672659457,0.242050574,-1.462167258,-0.591672864,-0.662028161,0.110287117,-0.03100351,90,0
63,2.114898473,0.160046896,-2.652501748,0.210413276,1.224338343,-0.779640098,0.868771417,-0.399660885,-0.41789071,0.421810075,0.603800127,0.707508816,-0.131540047,0.996165092,-0.859603902,-0.534717979,-0.466170365,-0.129392203,0.373755318,-0.192047259,0.298554192,0.981169261,-0.206931904,0.395395377,0.70807782,0.697318517,-0.130550148,-0.099180519,10,0
64,-3.51183158,-3.395295096,1.106859488,1.240485872,4.921593789,-4.076725155,-1.679332573,0.026383283,-0.599297416,-0.197022486,-0.469448823,0.955415458,1.262800478,0.388789781,0.036281315,-0.251485644,-0.55458917,-0.286004157,-0.74160968,1.067360697,0.508516571,0.186435429,0.594460975,0.411874919,0.316920118,-0.513503851,-0.040499182,0.234978501,3.03,0
65,0.96249607,0.328461026,-0.171479054,2.109204068,1.129565571,1.696037686,0.107711607,0.521502164,-1.191311102,0.724396315,1.690329921,0.406773576,-0.936421296,0.983739419,0.710910766,-0.602231772,0.402484376,-1.737162035,-2.027612322,-0.269320967,0.143997423,0.402491661,-0.048508221,-1.371866295,0.390813885,0.199963658,0.016370643,-0.014605328,34.09,0
66,-0.589925437,-0.082806604,0.667308798,-1.50386281,-0.559826929,-1.129812481,0.467588067,0.190424258,1.342843917,-1.734445137,1.254494819,0.011605137,-2.32155594,-0.767185456,-0.00496652,0.168362697,0.498155731,1.307695879,-0.07388989,0.156186018,0.089084103,0.16689553,0.180201595,0.364600169,0.113703275,-0.844019246,0.248539574,0.071295194,118.09,0
67,-0.942418536,0.164029439,0.074840549,-2.412271959,0.320530121,-0.712333344,0.242709696,0.274761608,-1.118472301,0.322916661,0.388017241,-1.153161244,-2.206719111,0.500581077,-1.412212987,1.083360676,0.080845591,-1.098021171,0.394899777,-0.071936474,0.080560187,0.096517657,-0.254259543,0.659496306,-0.052872862,-0.456964974,-0.068137402,-0.181868836,6.38,0
68,-1.370874515,1.736662179,0.479430464,0.927688654,-0.539630194,-0.598970598,0.115023395,0.813172892,-0.799960744,-0.236820674,-0.170474823,0.709746228,0.653516213,0.807814053,1.12978236,-0.512708659,0.499208699,-0.46048707,-0.129207764,0.053786263,0.220267409,0.657772146,0.016247841,0.428196084,-0.192728993,-0.301420248,0.309625925,0.135393941,28.86,0
69,1.471064287,-0.871730472,0.585444148,-1.314480168,-1.406030602,-0.715329502,-0.91124591,-0.197571209,-2.05150679,1.365200967,0.238629921,-0.051348192,1.613332627,-0.499140636,0.663457698,-0.845912333,0.837075739,-0.745135975,-0.731025611,-0.311774085,-0.156887625,0.052965325,0.098254477,0.4220504,0.314857891,-0.200357237,0.056254343,0.022041614,5,0
70,-0.100637856,1.425225521,0.070692484,0.946558437,1.038705904,-0.810047727,1.501233195,-0.367063106,-0.861890993,-0.033306764,-0.855758083,0.615277792,1.075954983,0.222398684,-0.467141156,-1.279896953,0.118768972,-0.535183235,0.746830992,0.120479104,0.123960482,0.777319166,-0.328666712,0.042289933,0.067645707,-0.379339021,0.452166878,0.245244883,1,0
71,1.139683216,0.330031341,0.587708878,1.140712552,-0.265194731,-0.577014659,0.131475382,-0.135215966,-0.138725231,-0.086689424,0.33279443,0.998289829,1.062353514,0.163790089,1.131271034,-0.263323159,-0.141119609,-0.853163428,-0.865638288,-0.08186567,0.016418305,0.128238363,0.024553266,0.424917144,0.457673043,-0.434718472,0.043738131,0.030461448,18.73,0
72,-0.66674765,1.599834704,-1.005700168,-0.608201538,0.478909617,-0.891235819,0.642158248,0.329951351,0.167544669,-0.447580474,-0.814085844,0.044414881,0.066675219,-0.844870904,-0.241563156,0.426384013,0.5051754,-0.200351686,-0.281899879,0.146924094,-0.369370398,-0.890462089,0.198400135,0.550543647,-0.282734846,0.127266022,0.321961888,0.135874432,14.99,0
